match_id,length,realm,map,killer_player,killer,kills,hooks,killer_result,killer_bp,survivor0_player,survivor0,survivor0_escaped,survivor0_bp,survivor1_player,survivor1,survivor1_escaped,survivor1_bp,survivor2_player,survivor2,survivor2_escaped,survivor2_bp,survivor3_player,survivor3,survivor3_escaped,survivor3_bp
218,13,Haddonfield,Lampkin Lane,OhTofu,Deathslinger,4,12,Ruthless Killer,12578,Umbra,Feng Min,False,5547,Bronx,Jeffrey "Jeff" Johansen,False,5547,hexy,David King,False,5547,Otzdarva,Jane Romero,False,5547
219,17,The MacMillan Estate,Suffocation Pit,Ayrun,Ghost Face,4,12,Merciless Killer,7404,Trivialiac,Dwight Fairfield,False,25448,Skermz,Laurie Strode,False,25448,Otzdarva,Jeffrey "Jeff" Johansen,False,25448,Fungoose,Yun-Jin Lee,False,25448
220,12,The MacMillan Estate,Shelter Woods,Trivialiac,Clown,4,12,Ruthless Killer,10425,TrU3Ta1ent,Felix Richter,False,10274,Ayrun,Yun-Jin Lee,False,10274,Otzdarva,Jeffrey "Jeff" Johansen,False,10274,Uncharted,Jake Park,False,10274
221,7,Backwater Swamp,The Pale Rose,Umbra,Deathslinger,0,0,Entity Displeased,25969,ScottJund,Nea Karlsson,True,28820,Ohmwrecker,Cheryl Mason,True,28820,ZubatLEL,Adam Francis,True,28820,TheJRM_,Jonah Vasquez,True,28820
222,15,Backwater Swamp,Grim Pantry,ZubatLEL,Pig,1,9,Entity Displeased,7177,Uncharted,Claudette Morel,False,21591,Ralph,Jonah Vasquez,True,21591,imPROBZZ,Yui Kimura,True,21591,Otzdarva,David King,True,21591
223,15,Haddonfield,Lampkin Lane,Umbra,Oni,1,9,Brutal Killer,26537,Uncharted,Adam Francis,False,18835,Ralph,Laurie Strode,True,18835,TrajceBrukata,Yun-Jin Lee,True,18835,Otzdarva,Jeffrey "Jeff" Johansen,True,18835
224,9,The MacMillan Estate,Groaning Storehouse,Ralph,Pig,4,12,Ruthless Killer,14866,Abadjar,Jonah Vasquez,False,12187,Otzdarva,Cheryl Mason,False,12187,Trivialiac,Kate Denson,False,12187,Uncharted,Laurie Strode,False,12187
225,19,Backwater Swamp,Grim Pantry,Bronx,Executioner,1,9,Entity Displeased,20671,Ev3ntic,Steve Harrington,False,19300,praxz,Quentin Smith,True,19300,Otzdarva,Adam Francis,True,19300,TrajceBrukata,Jeffrey "Jeff" Johansen,True,19300
226,9,Backwater Swamp,Grim Pantry,OhTofu,Deathslinger,3,11,Ruthless Killer,28775,ScottJund,Nancy Wheeler,True,22764,ZubatLEL,Jane Romero,False,22764,Yerv,Laurie Strode,False,22764,hexy,Jonah Vasquez,False,22764
227,10,The MacMillan Estate,Ironworks of Misery,Fungoose,Nurse,3,11,Ruthless Killer,16608,Trivialiac,William "Bill" Overbeck,False,8977,SpookyLoopz,Felix Richter,True,8977,Skermz,Yun-Jin Lee,False,8977,OhTofu,Ace Visconti,False,8977
228,12,The MacMillan Estate,Groaning Storehouse,TheJRM_,Executioner,2,10,Entity Displeased,8573,Uncharted,Zarina Kassir,False,23512,Trivialiac,Laurie Strode,True,23512,TrU3Ta1ent,Nancy Wheeler,True,23512,Otzdarva,Nancy Wheeler,False,23512
229,8,Backwater Swamp,Grim Pantry,Ohmwrecker,Deathslinger,0,8,Entity Displeased,10071,Ralph,Zarina Kassir,True,29115,Uncharted,Nancy Wheeler,True,29115,TrU3Ta1ent,Steve Harrington,True,29115,TheJRM_,Feng Min,True,29115
230,10,The MacMillan Estate,Groaning Storehouse,TrU3Ta1ent,Nightmare,4,12,Merciless Killer,10266,Uncharted,Nancy Wheeler,False,11989,praxz,Ash J. Williams,False,11989,Ev3ntic,Cheryl Mason,False,11989,Trivialiac,Kate Denson,False,11989
231,17,Crotus Prenn Asylum,Disturbed Ward,Skermz,Spirit,3,11,Ruthless Killer,20500,Trivialiac,Yui Kimura,False,30404,Ohmwrecker,Ash J. Williams,True,30404,Yerv,Cheryl Mason,False,30404,Bronx,Jeffrey "Jeff" Johansen,False,30404
232,8,Haddonfield,Lampkin Lane,Abadjar,Plague,1,9,Entity Displeased,28227,imPROBZZ,Detective David Tapp,True,20592,OhTofu,Nancy Wheeler,False,20592,Uncharted,Kate Denson,True,20592,Yerv,Mikaela Reid,True,20592
233,12,Backwater Swamp,The Pale Rose,OhTofu,Artist,1,9,Entity Displeased,10894,Yerv,Felix Richter,True,24602,SpookyLoopz,Quentin Smith,True,24602,imPROBZZ,Meg Thomas,False,24602,Abadjar,Yui Kimura,True,24602
234,8,Crotus Prenn Asylum,Disturbed Ward,Skermz,Clown,1,9,Entity Displeased,10630,TrajceBrukata,Kate Denson,True,30170,ScottJund,Quentin Smith,True,30170,hexy,Cheryl Mason,True,30170,praxz,Kate Denson,False,30170
235,7,Backwater Swamp,Grim Pantry,Yerv,Ghost Face,0,8,Entity Displeased,18227,SpookyLoopz,Yui Kimura,True,25953,ANGRYPUG,Quentin Smith,True,25953,Ohmwrecker,Dwight Fairfield,True,25953,ScottJund,David King,True,25953
236,12,Backwater Swamp,Grim Pantry,OhTofu,Pig,3,11,Ruthless Killer,12594,Abadjar,Cheryl Mason,False,9427,Ev3ntic,Meg Thomas,True,9427,Uncharted,Claudette Morel,False,9427,hexy,Cheryl Mason,False,9427
237,7,Backwater Swamp,The Pale Rose,SpookyLoopz,Twins,0,0,Entity Displeased,25217,Ohmwrecker,Quentin Smith,True,10733,OhTofu,Jeffrey "Jeff" Johansen,True,10733,Trivialiac,Mikaela Reid,True,10733,hexy,Laurie Strode,True,10733
238,12,Haddonfield,Lampkin Lane,ZubatLEL,Shape,0,0,Entity Displeased,21745,Abadjar,William "Bill" Overbeck,True,24885,imPROBZZ,Claudette Morel,True,24885,Yerv,Cheryl Mason,True,24885,Trivialiac,Dwight Fairfield,True,24885
239,14,Haddonfield,Lampkin Lane,TrU3Ta1ent,Cannibal,3,11,Ruthless Killer,8400,Abadjar,Jake Park,False,5316,ScottJund,Jonah Vasquez,False,5316,OhTofu,Nancy Wheeler,False,5316,Fungoose,Detective David Tapp,True,5316
240,17,Backwater Swamp,Grim Pantry,Ev3ntic,Executioner,0,0,Entity Displeased,25981,Uncharted,David King,True,22041,Abadjar,Ash J. Williams,True,22041,TrajceBrukata,Jane Romero,True,22041,Bronx,Leon Scott Kennedy,True,22041
241,9,Haddonfield,Lampkin Lane,TrajceBrukata,Cannibal,4,12,Ruthless Killer,17242,Abadjar,Detective David Tapp,False,8127,praxz,Steve Harrington,False,8127,hexy,Feng Min,False,8127,Bronx,Yui Kimura,False,8127
242,10,Haddonfield,Lampkin Lane,Yerv,Doctor,0,8,Entity Displeased,25177,TrajceBrukata,Zarina Kassir,True,16379,Umbra,Meg Thomas,True,16379,Ohmwrecker,Leon Scott Kennedy,True,16379,praxz,Ash J. Williams,True,16379
243,20,Haddonfield,Lampkin Lane,Skermz,Spirit,3,9,Ruthless Killer,7751,ANGRYPUG,Adam Francis,True,15341,Bronx,Dwight Fairfield,False,15341,SpookyLoopz,Jonah Vasquez,False,15341,Trivialiac,Claudette Morel,False,15341
244,20,Backwater Swamp,Grim Pantry,OhTofu,Blight,1,3,Brutal Killer,5701,Ohmwrecker,David King,False,31886,Ev3ntic,Dwight Fairfield,True,31886,Bronx,Yui Kimura,True,31886,Ayrun,Yun-Jin Lee,True,31886
245,7,Haddonfield,Lampkin Lane,TrajceBrukata,Blight,2,10,Entity Displeased,8981,Uncharted,Nea Karlsson,True,30723,ZubatLEL,Feng Min,True,30723,Bronx,Nea Karlsson,False,30723,Fungoose,Kate Denson,False,30723
246,17,Haddonfield,Lampkin Lane,Fungoose,Cannibal,4,12,Merciless Killer,15367,Ayrun,Cheryl Mason,False,11157,TheJRM_,Adam Francis,False,11157,Ralph,Claudette Morel,False,11157,praxz,Zarina Kassir,False,11157
247,12,Haddonfield,Lampkin Lane,imPROBZZ,Ghost Face,1,3,Entity Displeased,7761,hexy,Meg Thomas,True,29978,SpookyLoopz,Detective David Tapp,True,29978,Uncharted,Mikaela Reid,False,29978,Skermz,Laurie Strode,True,29978
248,18,The MacMillan Estate,Ironworks of Misery,TheJRM_,Trickster,2,6,Entity Displeased,27448,Ohmwrecker,Jane Romero,True,24514,hexy,Felix Richter,False,24514,Ralph,Élodie Rakoto,False,24514,imPROBZZ,Jake Park,True,24514
249,18,Backwater Swamp,Grim Pantry,Otzdarva,Twins,3,9,Ruthless Killer,11458,SpookyLoopz,Felix Richter,False,15353,OhTofu,William "Bill" Overbeck,True,15353,imPROBZZ,Jonah Vasquez,False,15353,TrajceBrukata,Dwight Fairfield,False,15353
250,15,Crotus Prenn Asylum,Father Campbell's Chapel,Skermz,Spirit,2,6,Entity Displeased,24831,SpookyLoopz,William "Bill" Overbeck,False,24868,TrU3Ta1ent,Élodie Rakoto,False,24868,Ralph,Ash J. Williams,True,24868,Yerv,Nancy Wheeler,True,24868
251,10,The MacMillan Estate,Groaning Storehouse,Fungoose,Deathslinger,1,3,Brutal Killer,22493,Yerv,Élodie Rakoto,True,27305,OhTofu,Jeffrey "Jeff" Johansen,False,27305,Ohmwrecker,Mikaela Reid,True,27305,TrajceBrukata,Cheryl Mason,True,27305
252,7,Haddonfield,Lampkin Lane,hexy,Huntress,2,10,Entity Displeased,7570,Abadjar,Ace Visconti,True,8579,Uncharted,Jonah Vasquez,True,8579,TrU3Ta1ent,Yui Kimura,False,8579,Bronx,Feng Min,False,8579
253,17,The MacMillan Estate,Coal Tower,Abadjar,Hillbilly,1,3,Brutal Killer,13102,Ev3ntic,Meg Thomas,True,13950,TheJRM_,Élodie Rakoto,False,13950,ScottJund,Ash J. Williams,True,13950,imPROBZZ,Kate Denson,True,13950
254,18,Haddonfield,Lampkin Lane,Bronx,Cenobite,3,9,Ruthless Killer,18128,TrU3Ta1ent,Cheryl Mason,False,9182,Ralph,Claudette Morel,True,9182,Ayrun,Nea Karlsson,False,9182,Otzdarva,Claudette Morel,False,9182
255,20,Crotus Prenn Asylum,Disturbed Ward,Otzdarva,Legion,4,12,Merciless Killer,18063,Fungoose,Felix Richter,False,31229,SpookyLoopz,Kate Denson,False,31229,Ralph,Cheryl Mason,False,31229,hexy,Jane Romero,False,31229
256,8,Backwater Swamp,The Pale Rose,OhTofu,Blight,3,9,Ruthless Killer,29501,ScottJund,David King,False,23446,TheJRM_,Ash J. Williams,False,23446,Uncharted,Yun-Jin Lee,False,23446,Ayrun,Élodie Rakoto,True,23446
257,20,The MacMillan Estate,Groaning Storehouse,Otzdarva,Nemesis,1,9,Brutal Killer,14327,TheJRM_,Dwight Fairfield,True,10188,Umbra,Zarina Kassir,True,10188,Trivialiac,Jonah Vasquez,True,10188,Fungoose,Quentin Smith,False,10188
258,9,Crotus Prenn Asylum,Disturbed Ward,TrU3Ta1ent,Shape,3,11,Ruthless Killer,18714,imPROBZZ,Jeffrey "Jeff" Johansen,True,25372,Bronx,Detective David Tapp,False,25372,Fungoose,Élodie Rakoto,False,25372,praxz,Zarina Kassir,False,25372
259,8,Backwater Swamp,The Pale Rose,ANGRYPUG,Hillbilly,2,10,Brutal Killer,8688,Fungoose,Jonah Vasquez,False,7887,Umbra,Leon Scott Kennedy,False,7887,Bronx,Jane Romero,True,7887,Ralph,Ash J. Williams,True,7887
260,9,The MacMillan Estate,Ironworks of Misery,Skermz,Plague,2,10,Entity Displeased,13105,OhTofu,Yun-Jin Lee,True,17694,Ohmwrecker,Adam Francis,True,17694,SpookyLoopz,Dwight Fairfield,False,17694,Uncharted,Zarina Kassir,False,17694
261,7,Haddonfield,Lampkin Lane,TheJRM_,Clown,3,11,Ruthless Killer,14575,SpookyLoopz,William "Bill" Overbeck,False,23455,imPROBZZ,Laurie Strode,False,23455,Uncharted,Nea Karlsson,False,23455,Ayrun,Steve Harrington,True,23455
262,15,The MacMillan Estate,Shelter Woods,ScottJund,Doctor,2,6,Brutal Killer,20704,ZubatLEL,Jeffrey "Jeff" Johansen,True,30303,Ralph,Dwight Fairfield,True,30303,Umbra,Ace Visconti,False,30303,Yerv,Ace Visconti,False,30303
263,10,Haddonfield,Lampkin Lane,Ralph,Artist,4,12,Ruthless Killer,21946,Otzdarva,Jake Park,False,5285,Abadjar,Jane Romero,False,5285,SpookyLoopz,Jake Park,False,5285,Ev3ntic,Ash J. Williams,False,5285
264,18,Haddonfield,Lampkin Lane,ScottJund,Clown,3,11,Ruthless Killer,15388,SpookyLoopz,Jeffrey "Jeff" Johansen,False,31142,Otzdarva,Kate Denson,True,31142,Trivialiac,Steve Harrington,False,31142,imPROBZZ,Steve Harrington,False,31142
265,16,The MacMillan Estate,Coal Tower,Trivialiac,Cannibal,0,8,Entity Displeased,31883,OhTofu,Mikaela Reid,True,10962,ANGRYPUG,Zarina Kassir,True,10962,Ayrun,Jill Valentine,True,10962,Yerv,Detective David Tapp,True,10962
266,13,Haddonfield,Lampkin Lane,Uncharted,Trickster,1,3,Entity Displeased,7175,Umbra,Jane Romero,True,31946,Fungoose,Feng Min,True,31946,ANGRYPUG,Detective David Tapp,True,31946,Trivialiac,Feng Min,False,31946
267,14,The MacMillan Estate,Ironworks of Misery,Ev3ntic,Doctor,1,9,Entity Displeased,22256,TrajceBrukata,Jane Romero,True,11257,Uncharted,Jonah Vasquez,True,11257,Yerv,David King,True,11257,Ralph,Nancy Wheeler,False,11257
268,17,The MacMillan Estate,Groaning Storehouse,ScottJund,Blight,1,9,Brutal Killer,6261,Yerv,Jonah Vasquez,True,9272,Skermz,Quentin Smith,False,9272,Umbra,Claudette Morel,True,9272,Fungoose,Jonah Vasquez,True,9272
269,10,Crotus Prenn Asylum,Father Campbell's Chapel,Uncharted,Hag,0,0,Entity Displeased,5699,Abadjar,Jane Romero,True,19470,SpookyLoopz,Yun-Jin Lee,True,19470,Ralph,Laurie Strode,True,19470,TrajceBrukata,Dwight Fairfield,True,19470
270,8,Backwater Swamp,The Pale Rose,Skermz,Nemesis,4,12,Merciless Killer,23521,Otzdarva,Zarina Kassir,False,16588,hexy,Zarina Kassir,False,16588,praxz,Kate Denson,False,16588,Trivialiac,Quentin Smith,False,16588
271,9,The MacMillan Estate,Suffocation Pit,Uncharted,Cenobite,4,12,Merciless Killer,9717,praxz,Ash J. Williams,False,5441,TrU3Ta1ent,Jane Romero,False,5441,Ohmwrecker,Quentin Smith,False,5441,OhTofu,David King,False,5441
272,11,Haddonfield,Lampkin Lane,Ayrun,Deathslinger,2,10,Brutal Killer,13501,Ralph,William "Bill" Overbeck,False,28488,OhTofu,David King,True,28488,Fungoose,David King,True,28488,Ev3ntic,Jake Park,False,28488
273,13,Haddonfield,Lampkin Lane,Trivialiac,Nightmare,1,3,Brutal Killer,13851,Ayrun,Jill Valentine,True,8383,SpookyLoopz,Nea Karlsson,True,8383,Otzdarva,Jake Park,True,8383,Fungoose,Zarina Kassir,False,8383
274,13,Haddonfield,Lampkin Lane,praxz,Shape,3,9,Ruthless Killer,10329,TrU3Ta1ent,Jane Romero,False,26257,Trivialiac,Leon Scott Kennedy,False,26257,ScottJund,Jonah Vasquez,False,26257,Ralph,Jeffrey "Jeff" Johansen,True,26257
275,13,Backwater Swamp,The Pale Rose,Ohmwrecker,Cannibal,1,3,Entity Displeased,19690,TrU3Ta1ent,Felix Richter,False,12126,Bronx,Dwight Fairfield,True,12126,Otzdarva,Leon Scott Kennedy,True,12126,ZubatLEL,Élodie Rakoto,True,12126
276,10,Crotus Prenn Asylum,Disturbed Ward,imPROBZZ,Twins,3,9,Ruthless Killer,24946,Bronx,Jill Valentine,False,10528,TrU3Ta1ent,Nea Karlsson,False,10528,Yerv,Jonah Vasquez,True,10528,praxz,Nancy Wheeler,False,10528
277,10,Backwater Swamp,The Pale Rose,imPROBZZ,Wraith,0,8,Entity Displeased,15069,TrajceBrukata,Adam Francis,True,21425,Fungoose,Claudette Morel,True,21425,Umbra,Kate Denson,True,21425,Bronx,Kate Denson,True,21425
278,11,Backwater Swamp,The Pale Rose,Bronx,Doctor,0,0,Entity Displeased,17153,Ohmwrecker,Ash J. Williams,True,18544,imPROBZZ,Ash J. Williams,True,18544,Otzdarva,Jeffrey "Jeff" Johansen,True,18544,hexy,Nancy Wheeler,True,18544
279,9,Backwater Swamp,Grim Pantry,Fungoose,Legion,2,6,Entity Displeased,5572,praxz,Steve Harrington,True,29141,TrU3Ta1ent,Detective David Tapp,False,29141,hexy,Meg Thomas,True,29141,Yerv,Élodie Rakoto,False,29141
280,13,Crotus Prenn Asylum,Disturbed Ward,ZubatLEL,Cenobite,4,12,Ruthless Killer,7796,TrajceBrukata,Adam Francis,False,7699,Umbra,Jeffrey "Jeff" Johansen,False,7699,imPROBZZ,Élodie Rakoto,False,7699,ScottJund,Ace Visconti,False,7699
281,16,Crotus Prenn Asylum,Father Campbell's Chapel,ScottJund,Cenobite,4,12,Ruthless Killer,22622,Fungoose,Cheryl Mason,False,19956,ZubatLEL,Adam Francis,False,19956,Ayrun,Steve Harrington,False,19956,Ohmwrecker,David King,False,19956
282,12,Haddonfield,Lampkin Lane,TrU3Ta1ent,Demogorgon,3,11,Ruthless Killer,6739,ANGRYPUG,David King,False,12563,ScottJund,Detective David Tapp,False,12563,Yerv,Laurie Strode,False,12563,Fungoose,Jeffrey "Jeff" Johansen,True,12563
283,7,Backwater Swamp,Grim Pantry,Otzdarva,Cannibal,3,11,Ruthless Killer,30325,praxz,Nancy Wheeler,False,10112,Uncharted,Detective David Tapp,True,10112,Umbra,William "Bill" Overbeck,False,10112,hexy,Nea Karlsson,False,10112
284,20,Haddonfield,Lampkin Lane,Otzdarva,Artist,2,10,Brutal Killer,17153,imPROBZZ,Laurie Strode,True,17239,TrajceBrukata,Nancy Wheeler,False,17239,Fungoose,Yun-Jin Lee,True,17239,Ralph,Ace Visconti,False,17239
285,11,The MacMillan Estate,Ironworks of Misery,Ralph,Plague,4,12,Merciless Killer,31025,Ev3ntic,Nancy Wheeler,False,9443,OhTofu,Dwight Fairfield,False,9443,Fungoose,Meg Thomas,False,9443,Uncharted,Dwight Fairfield,False,9443
286,12,Haddonfield,Lampkin Lane,Fungoose,Nemesis,0,0,Entity Displeased,14358,TheJRM_,Nancy Wheeler,True,29760,OhTofu,Ash J. Williams,True,29760,Ayrun,Claudette Morel,True,29760,Otzdarva,Leon Scott Kennedy,True,29760
287,17,The MacMillan Estate,Suffocation Pit,ZubatLEL,Plague,4,12,Merciless Killer,28059,Ayrun,Jake Park,False,16767,SpookyLoopz,Élodie Rakoto,False,16767,Uncharted,Feng Min,False,16767,Trivialiac,Jane Romero,False,16767
288,7,Haddonfield,Lampkin Lane,Ayrun,Executioner,2,6,Brutal Killer,8788,SpookyLoopz,Nancy Wheeler,False,19639,Otzdarva,Meg Thomas,False,19639,TrU3Ta1ent,Jonah Vasquez,True,19639,TheJRM_,Meg Thomas,True,19639
289,8,The MacMillan Estate,Shelter Woods,TheJRM_,Shape,1,9,Brutal Killer,10530,ScottJund,William "Bill" Overbeck,True,11092,praxz,Kate Denson,True,11092,Otzdarva,William "Bill" Overbeck,True,11092,Fungoose,Nea Karlsson,False,11092
290,11,Backwater Swamp,Grim Pantry,Ohmwrecker,Huntress,0,8,Entity Displeased,18319,Ralph,Adam Francis,True,19574,Fungoose,Ace Visconti,True,19574,Ayrun,David King,True,19574,TrU3Ta1ent,Ace Visconti,True,19574
291,20,Crotus Prenn Asylum,Disturbed Ward,ANGRYPUG,Hag,4,12,Merciless Killer,27243,hexy,Detective David Tapp,False,24638,TheJRM_,Adam Francis,False,24638,Ohmwrecker,Jill Valentine,False,24638,imPROBZZ,William "Bill" Overbeck,False,24638
292,13,Haddonfield,Lampkin Lane,ScottJund,Nurse,3,11,Ruthless Killer,27282,Ayrun,Meg Thomas,True,14071,hexy,Jonah Vasquez,False,14071,OhTofu,Yui Kimura,False,14071,Yerv,David King,False,14071
293,15,Crotus Prenn Asylum,Disturbed Ward,ZubatLEL,Twins,3,9,Ruthless Killer,6885,ScottJund,Zarina Kassir,False,12682,Ohmwrecker,Yun-Jin Lee,False,12682,Bronx,Quentin Smith,True,12682,Abadjar,Mikaela Reid,False,12682
294,12,Haddonfield,Lampkin Lane,ZubatLEL,Clown,2,6,Brutal Killer,17954,Abadjar,Quentin Smith,False,20541,Yerv,Jonah Vasquez,True,20541,TrajceBrukata,Jill Valentine,False,20541,Ev3ntic,Dwight Fairfield,True,20541
295,14,The MacMillan Estate,Coal Tower,Trivialiac,Spirit,0,0,Entity Displeased,30403,Ev3ntic,Jeffrey "Jeff" Johansen,True,6239,OhTofu,Ash J. Williams,True,6239,Ohmwrecker,Jonah Vasquez,True,6239,TrajceBrukata,Jonah Vasquez,True,6239
296,15,Crotus Prenn Asylum,Father Campbell's Chapel,ZubatLEL,Cannibal,0,0,Entity Displeased,8447,SpookyLoopz,Nea Karlsson,True,28534,imPROBZZ,Detective David Tapp,True,28534,ANGRYPUG,Claudette Morel,True,28534,Ralph,Cheryl Mason,True,28534
297,10,Backwater Swamp,The Pale Rose,ZubatLEL,Oni,3,11,Ruthless Killer,11235,Yerv,Feng Min,False,28618,Bronx,Claudette Morel,False,28618,TheJRM_,Laurie Strode,True,28618,Umbra,Laurie Strode,False,28618
298,8,The MacMillan Estate,Shelter Woods,imPROBZZ,Cenobite,1,3,Entity Displeased,17697,ScottJund,Ace Visconti,True,14154,OhTofu,Élodie Rakoto,True,14154,praxz,Felix Richter,False,14154,Bronx,Mikaela Reid,True,14154
299,14,The MacMillan Estate,Groaning Storehouse,ScottJund,Cenobite,4,12,Ruthless Killer,21081,TrajceBrukata,Dwight Fairfield,False,8005,Uncharted,Ash J. Williams,False,8005,Ralph,Yun-Jin Lee,False,8005,SpookyLoopz,Kate Denson,False,8005
300,7,The MacMillan Estate,Shelter Woods,SpookyLoopz,Pig,0,8,Entity Displeased,24765,ANGRYPUG,Yui Kimura,True,28864,Bronx,Kate Denson,True,28864,TrU3Ta1ent,Yui Kimura,True,28864,TheJRM_,Ace Visconti,True,28864
301,11,Backwater Swamp,The Pale Rose,Uncharted,Spirit,2,10,Brutal Killer,19733,imPROBZZ,Zarina Kassir,False,28113,Ayrun,William "Bill" Overbeck,True,28113,TheJRM_,Dwight Fairfield,False,28113,Umbra,Élodie Rakoto,True,28113
302,14,Backwater Swamp,The Pale Rose,Abadjar,Trapper,4,12,Ruthless Killer,23608,OhTofu,Nancy Wheeler,False,6907,Yerv,Detective David Tapp,False,6907,TheJRM_,Nancy Wheeler,False,6907,Uncharted,Jeffrey "Jeff" Johansen,False,6907
303,9,The MacMillan Estate,Ironworks of Misery,TrajceBrukata,Trickster,3,11,Ruthless Killer,14751,hexy,Laurie Strode,True,15757,praxz,Nancy Wheeler,False,15757,Trivialiac,David King,False,15757,Ralph,Jake Park,False,15757
304,19,The MacMillan Estate,Ironworks of Misery,Uncharted,Cenobite,0,8,Entity Displeased,29806,Abadjar,Quentin Smith,True,5515,Ev3ntic,Steve Harrington,True,5515,Ralph,Jill Valentine,True,5515,Bronx,Jake Park,True,5515
305,13,The MacMillan Estate,Suffocation Pit,Ralph,Trapper,3,11,Ruthless Killer,10364,ANGRYPUG,David King,False,18266,Abadjar,Meg Thomas,False,18266,Trivialiac,Jill Valentine,False,18266,ScottJund,Jeffrey "Jeff" Johansen,True,18266
306,8,The MacMillan Estate,Groaning Storehouse,Umbra,Trickster,3,11,Ruthless Killer,16473,ANGRYPUG,David King,False,31291,Skermz,Cheryl Mason,False,31291,Otzdarva,Jane Romero,True,31291,OhTofu,Kate Denson,False,31291
307,19,Crotus Prenn Asylum,Father Campbell's Chapel,Ev3ntic,Huntress,3,11,Ruthless Killer,6759,Trivialiac,Ace Visconti,False,27589,Umbra,Ace Visconti,False,27589,TrajceBrukata,Élodie Rakoto,True,27589,Abadjar,Detective David Tapp,False,27589
308,20,Haddonfield,Lampkin Lane,Ayrun,Legion,2,6,Entity Displeased,22626,Ev3ntic,Nancy Wheeler,True,11836,Trivialiac,Nancy Wheeler,False,11836,ScottJund,Zarina Kassir,True,11836,TrajceBrukata,Meg Thomas,False,11836
309,19,The MacMillan Estate,Ironworks of Misery,imPROBZZ,Pig,3,9,Ruthless Killer,8948,Yerv,Jill Valentine,False,28102,Ayrun,Dwight Fairfield,False,28102,TrU3Ta1ent,Yun-Jin Lee,True,28102,TheJRM_,Cheryl Mason,False,28102
310,14,Crotus Prenn Asylum,Father Campbell's Chapel,Otzdarva,Trapper,3,11,Ruthless Killer,5151,Bronx,Jake Park,False,26013,Ev3ntic,Jane Romero,False,26013,praxz,David King,False,26013,Uncharted,Yui Kimura,True,26013
311,8,The MacMillan Estate,Coal Tower,praxz,Hag,2,6,Brutal Killer,17262,Skermz,Felix Richter,True,29067,Bronx,Felix Richter,False,29067,hexy,Yui Kimura,True,29067,Fungoose,Leon Scott Kennedy,False,29067
312,9,Haddonfield,Lampkin Lane,Skermz,Nightmare,1,9,Brutal Killer,18002,TheJRM_,Claudette Morel,True,16579,Bronx,Felix Richter,True,16579,Trivialiac,Ace Visconti,True,16579,Ohmwrecker,Ash J. Williams,False,16579
313,15,Backwater Swamp,Grim Pantry,ScottJund,Cannibal,4,12,Merciless Killer,10750,TrU3Ta1ent,Zarina Kassir,False,16818,Otzdarva,Élodie Rakoto,False,16818,Ev3ntic,Zarina Kassir,False,16818,Uncharted,Laurie Strode,False,16818
314,11,The MacMillan Estate,Ironworks of Misery,Yerv,Plague,4,12,Ruthless Killer,27399,hexy,Ace Visconti,False,25993,Uncharted,Dwight Fairfield,False,25993,Trivialiac,Nancy Wheeler,False,25993,ANGRYPUG,Kate Denson,False,25993
315,9,The MacMillan Estate,Groaning Storehouse,Fungoose,Plague,2,10,Brutal Killer,5964,praxz,William "Bill" Overbeck,False,30024,ScottJund,Meg Thomas,True,30024,Ayrun,Dwight Fairfield,True,30024,Trivialiac,Jeffrey "Jeff" Johansen,False,30024
316,13,Crotus Prenn Asylum,Disturbed Ward,Trivialiac,Ghost Face,1,3,Brutal Killer,5235,imPROBZZ,Jane Romero,True,18410,OhTofu,Jill Valentine,False,18410,SpookyLoopz,Nea Karlsson,True,18410,praxz,Jonah Vasquez,True,18410
317,19,The MacMillan Estate,Groaning Storehouse,ScottJund,Artist,2,10,Entity Displeased,10815,Umbra,Detective David Tapp,False,17518,Ayrun,Meg Thomas,True,17518,Otzdarva,Élodie Rakoto,False,17518,Yerv,Dwight Fairfield,True,17518
318,15,Crotus Prenn Asylum,Father Campbell's Chapel,ANGRYPUG,Huntress,0,8,Entity Displeased,21427,imPROBZZ,Cheryl Mason,True,11348,Trivialiac,Quentin Smith,True,11348,hexy,Meg Thomas,True,11348,Ayrun,Ash J. Williams,True,11348
319,19,The MacMillan Estate,Suffocation Pit,ScottJund,Cannibal,4,12,Ruthless Killer,26253,Ohmwrecker,Nea Karlsson,False,16789,ANGRYPUG,Jake Park,False,16789,hexy,Meg Thomas,False,16789,Ev3ntic,William "Bill" Overbeck,False,16789
320,14,Backwater Swamp,Grim Pantry,ZubatLEL,Artist,4,12,Ruthless Killer,10800,TrU3Ta1ent,Nea Karlsson,False,12804,Ohmwrecker,Yui Kimura,False,12804,ScottJund,Ace Visconti,False,12804,praxz,Nancy Wheeler,False,12804
321,8,Backwater Swamp,The Pale Rose,Skermz,Executioner,2,6,Brutal Killer,13971,TrajceBrukata,Kate Denson,False,6616,hexy,Ace Visconti,True,6616,imPROBZZ,Claudette Morel,True,6616,TrU3Ta1ent,Jill Valentine,False,6616
322,17,Crotus Prenn Asylum,Disturbed Ward,TrU3Ta1ent,Shape,2,10,Brutal Killer,10350,Yerv,Dwight Fairfield,True,14716,ZubatLEL,Yui Kimura,True,14716,Uncharted,Nancy Wheeler,False,14716,hexy,William "Bill" Overbeck,False,14716
